correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
N,C11,control,conjunction,,,,Olivia watered the houseplants and trimmed the yellow leaves.,Olivia met her colleagues for a late meeting.,3953,Premise: Olivia watered the houseplants and trimmed the yellow leaves. / Conclusion: Olivia met her colleagues for a late meeting.,n,html-keyboard-response,198,2.1.0,775360,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,conjunction
Y,C40,control,presupposition,,,,Ruth knows that roses require a lot of water.,Roses need a lot of water.,4122,Premise: Ruth knows that roses require a lot of water. / Conclusion: Roses need a lot of water.,b,html-keyboard-response,200,2.1.0,780484,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
?,W36,want,want_mind_single,A,,,Marley wants to refill the water bottles or set up the yoga mats.,Marley does not mind refilling the water bottles.,4517,Premise: Marley wants to refill the water bottles or set up the yoga mats. / Conclusion: Marley does not mind refilling the water bottles.,b,html-keyboard-response,202,2.1.0,786003,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_single
?,M00,modal,allowed_and,AND,,,Morgan is allowed to garnish the plates or bake the rolls.,Morgan is allowed to garnish the plates and is allowed to bake the rolls.,3797,Premise: Morgan is allowed to garnish the plates or bake the rolls. / Conclusion: Morgan is allowed to garnish the plates and is allowed to bake the rolls.,b,html-keyboard-response,204,2.1.0,790804,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,allowed_and
Y,C29,control,quantifier,,,,There is a person who is an idol for everyone.,Everybody has an idol.,3943,Premise: There is a person who is an idol for everyone. / Conclusion: Everybody has an idol.,n,html-keyboard-response,206,2.1.0,795752,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,quantifier
N,C42,control,presupposition,,,,Anne quit smoking last year.,Anne never smoked in the past.,3038,Premise: Anne quit smoking last year. / Conclusion: Anne never smoked in the past.,n,html-keyboard-response,208,2.1.0,799790,EXPERIMENTAL,5e7b804f9379140478c688da,N,control,presupposition
Y,C15,control,conditional,,,,"Since Daniel overslept, he arrived at the meeting much later than planned.",Daniel got up later than he intended.,7957,"Premise: Since Daniel overslept, he arrived at the meeting much later than planned. / Conclusion: Daniel got up later than he intended.",b,html-keyboard-response,210,2.1.0,808754,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conditional
Y,C39,control,presupposition,,,,Anne realized that the tire was flat.,The tire was flat.,2262,Premise: Anne realized that the tire was flat. / Conclusion: The tire was flat.,b,html-keyboard-response,212,2.1.0,812018,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,presupposition
Y,C00,control,conjunction,,,,Emma walked to the lake and fed the ducks.,Emma gave food to the ducks.,8590,Premise: Emma walked to the lake and fed the ducks. / Conclusion: Emma gave food to the ducks.,b,html-keyboard-response,214,2.1.0,821610,EXPERIMENTAL,5e7b804f9379140478c688da,Y,control,conjunction
?,M10,modal,must_and,AND,,,Riley is expected to boil the pasta or chop the vegetables.,Riley is free to boil the pasta and is free to chop the vegetables.,3787,Premise: Riley is expected to boil the pasta or chop the vegetables. / Conclusion: Riley is free to boil the pasta and is free to chop the vegetables.,b,html-keyboard-response,216,2.1.0,826402,EXPERIMENTAL,5e7b804f9379140478c688da,?,modal,must_and
?,W34,want,want_mind_and,AND,,,Kelly wants to stretch the hamstrings or pack the first-aid kit.,Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,8082,Premise: Kelly wants to stretch the hamstrings or pack the first-aid kit. / Conclusion: Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,b,html-keyboard-response,218,2.1.0,835487,EXPERIMENTAL,5e7b804f9379140478c688da,?,want,want_mind_and
Y,P02,control,conditional,,,0.0,"Since heavy fog covered the valley, the hikers lost visibility.",The hikers could no longer see their surroundings clearly.,6916,"Premise: Since heavy fog covered the valley, the hikers lost visibility. / Conclusion: The hikers could no longer see their surroundings clearly.",b,html-keyboard-response,2,2.1.0,51586,PRACTICE,5b2a2d855b5c0900018b0bf5,Y,control,conditional
Y,P06,control,presupposition,,,0.0,Alice won a car race.,Alice participated in a car race.,2804,Premise: Alice won a car race. / Conclusion: Alice participated in a car race.,b,html-keyboard-response,5,2.1.0,65919,PRACTICE,5b2a2d855b5c0900018b0bf5,Y,control,presupposition
N,P03,control,conditional,,,0.0,"If Laura finishes preparing the detailed report today, she will send it to the entire team.",Laura will send the report to the team.,9661,"Premise: If Laura finishes preparing the detailed report today, she will send it to the entire team. / Conclusion: Laura will send the report to the team.",n,html-keyboard-response,8,2.1.0,78411,PRACTICE,5b2a2d855b5c0900018b0bf5,N,control,conditional
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,3684,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,11,2.1.0,84982,PRACTICE,5b2a2d855b5c0900018b0bf5,Y,control,quantifier
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,4979,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,14,2.1.0,92481,PRACTICE,5b2a2d855b5c0900018b0bf5,N,control,conjunction
N,P05,control,quantifier,,,0.0,Some blondes have dark eyes.,Some blondes have dark clothes.,3773,Premise: Some blondes have dark eyes. / Conclusion: Some blondes have dark clothes.,n,html-keyboard-response,17,2.1.0,98637,PRACTICE,5b2a2d855b5c0900018b0bf5,N,control,quantifier
Y,P00,control,conjunction,,,0.0,Sophia stopped by the bakery and bought fresh bread.,Sophia went to the bakery.,7258,Premise: Sophia stopped by the bakery and bought fresh bread. / Conclusion: Sophia went to the bakery.,b,html-keyboard-response,20,2.1.0,109148,PRACTICE,5b2a2d855b5c0900018b0bf5,Y,control,conjunction
N,P07,control,presupposition,,,0.0,Mark won a car race.,Mark has never participated in a car race.,7072,Premise: Mark won a car race. / Conclusion: Mark has never participated in a car race.,n,html-keyboard-response,23,2.1.0,118164,PRACTICE,5b2a2d855b5c0900018b0bf5,N,control,presupposition
N,C06,control,conjunction,,,,Sophie cleaned the guest room and changed all the bed linens.,Sophie attended a music festival.,9239,Premise: Sophie cleaned the guest room and changed all the bed linens. / Conclusion: Sophie attended a music festival.,n,html-keyboard-response,27,2.1.0,135196,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,N,control,conjunction
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,4767,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,b,html-keyboard-response,29,2.1.0,140972,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,want,want_and
Y,C02,control,conjunction,,,,Jacob opened the window and let in some fresh air.,Jacob allowed fresh air to enter the room.,3215,Premise: Jacob opened the window and let in some fresh air. / Conclusion: Jacob allowed fresh air to enter the room.,b,html-keyboard-response,31,2.1.0,145190,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,conjunction
Y,C26,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it will have poison glands.",4778,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it will have poison glands.",n,html-keyboard-response,33,2.1.0,150977,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,quantifier
?,W35,want,want_mind_and,AND,,,Bailey wants to plant the herb seeds or mulch the garden bed.,Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,7454,Premise: Bailey wants to plant the herb seeds or mulch the garden bed. / Conclusion: Bailey has no objection to planting the herb seeds and has no objection to mulching the garden bed.,b,html-keyboard-response,35,2.1.0,159434,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,want,want_mind_and
Y,C29,control,quantifier,,,,There is a person who is an idol for everyone.,Everybody has an idol.,13173,Premise: There is a person who is an idol for everyone. / Conclusion: Everybody has an idol.,b,html-keyboard-response,37,2.1.0,173614,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,quantifier
Y,C04,control,conjunction,,,,The student opened the window and aired out the room.,The student let fresh air inside.,9824,Premise: The student opened the window and aired out the room. / Conclusion: The student let fresh air inside.,b,html-keyboard-response,39,2.1.0,184453,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,conjunction
?,M07,modal,allowed_single,B,,,Sage is cleared to paint the background or cut the stencil.,Sage is cleared to cut the stencil.,34448,Premise: Sage is cleared to paint the background or cut the stencil. / Conclusion: Sage is cleared to cut the stencil.,b,html-keyboard-response,41,2.1.0,219904,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,modal,allowed_single
N,C47,control,presupposition,,,,"Thomas broke his leg, again.",Thomas broke his arm in the past.,26389,"Premise: Thomas broke his leg, again. / Conclusion: Thomas broke his arm in the past.",n,html-keyboard-response,43,2.1.0,247299,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,N,control,presupposition
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,10553,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,45,2.1.0,258857,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,want,atleast_single_a
N,C18,control,conditional,,,,"If the printer jams this morning, the reports will be delayed.",The device will power off on its own.,9282,"Premise: If the printer jams this morning, the reports will be delayed. / Conclusion: The device will power off on its own.",n,html-keyboard-response,47,2.1.0,269143,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,N,control,conditional
?,M11,modal,must_and,AND,,,Cameron is required to pack the carry-on bag or book the train tickets.,Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,5861,Premise: Cameron is required to pack the carry-on bag or book the train tickets. / Conclusion: Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,b,html-keyboard-response,49,2.1.0,276008,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,modal,must_and
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,23218,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",b,html-keyboard-response,51,2.1.0,300230,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,conditional
Y,C16,control,conditional,,,,"Since Carla didn’t charge her phone, it died halfway through the call.",Carla failed to charge her phone.,18152,"Premise: Since Carla didn’t charge her phone, it died halfway through the call. / Conclusion: Carla failed to charge her phone.",b,html-keyboard-response,53,2.1.0,319397,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,conditional
?,M10,modal,must_and,AND,,,Riley is expected to boil the pasta or chop the vegetables.,Riley is free to boil the pasta and is free to chop the vegetables.,6012,Premise: Riley is expected to boil the pasta or chop the vegetables. / Conclusion: Riley is free to boil the pasta and is free to chop the vegetables.,b,html-keyboard-response,55,2.1.0,326416,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,modal,must_and
N,C42,control,presupposition,,,,Anne quit smoking last year.,Anne never smoked in the past.,3609,Premise: Anne quit smoking last year. / Conclusion: Anne never smoked in the past.,n,html-keyboard-response,57,2.1.0,331031,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,N,control,presupposition
?,W47,want,atleast_single_b,B,,,Sawyer wants to test the microphone or at least review the agenda.,Sawyer wants to review the agenda.,11141,Premise: Sawyer wants to test the microphone or at least review the agenda. / Conclusion: Sawyer wants to review the agenda.,b,html-keyboard-response,59,2.1.0,343175,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,?,want,atleast_single_b
Y,C24,control,quantifier,,,,Some birds have long legs.,Some creatures with long legs are birds.,4310,Premise: Some birds have long legs. / Conclusion: Some creatures with long legs are birds.,b,html-keyboard-response,61,2.1.0,348493,EXPERIMENTAL,5b2a2d855b5c0900018b0bf5,Y,control,quantifier
