correct,verb,item,condition,sentence,structure,subcondition,order,relation,logical_truth,item1,item2,item1_type,item2_type,tribe,feedback_correct,feedback_incorrect,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,JATOS_STUDY_RESULT_ID,JATOS_STUDY_RESULT_UUID,JATOS_WORKER_ID,JATOS_START_DATE,JATOS_END_DATE,JATOS_DURATION,JATOS_STUDY_STATE,PROLIFIC_STUDY_ID,PROLIFIC_SESSION_ID,STIMULUS_CORRECT,STIMULUS_LOGICAL_TRUTH,STIMULUS_CONDITION,STIMULUS_SUBCONDITION,STIMULUS_ORDER
N,want,DC28,DOUBLE_CONTROL,Robert-the-Urbanite wants to eat ribs or pork,disjunction,accepts|accepts,BA,,N,ribs,pork,accepts,accepts,Urbanite,,,1005,ribs or pork,b,html-keyboard-response,493,2.1.0,929042,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,want,DC29,DOUBLE_CONTROL,James-the-Urbanite wants to eat pork or beef,disjunction,accepts|accepts,BA,,N,pork,beef,accepts,accepts,Urbanite,,,954,pork or beef,b,html-keyboard-response,498,2.1.0,932501,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,BA
Y,prefer,PD55,PREFER_DIFFERENT,Sandra-the-Urbanite prefers to eat a meatloaf rather than a pear,preference,accepts_vs_dislikes,AB,gt,Y,a meatloaf,a pear,accepts,dislikes,Urbanite,,,1876,a meatloaf rather than a pear,b,html-keyboard-response,503,2.1.0,936883,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y/N,want,EX109,EXPERIMENTAL,James-the-Nomad wants to eat a peach or beef,disjunction,wants|accepts,AB,,NA,a peach,beef,wants,accepts,Nomad,,,5244,a peach or beef,n,html-keyboard-response,508,2.1.0,944633,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,prefer,PS88,PREFER_SAME,William-the-Nomad prefers to eat a plum rather than a mango,preference,wants_vs_wants,AB,eq,N,a plum,a mango,wants,wants,Nomad,,,2763,a plum rather than a mango,b,html-keyboard-response,513,2.1.0,949909,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,wants_vs_wants,AB
N,prefer,PD63,PREFER_DIFFERENT,Karen-the-Urbanite prefers to eat a kebab rather than a lollipop,preference,accepts_vs_wants,BA,lt,N,a kebab,a lollipop,accepts,wants,Urbanite,,,2609,a kebab rather than a lollipop,n,html-keyboard-response,518,2.1.0,955024,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y,want,DC51,DOUBLE_CONTROL,Sarah-the-Nomad wants to eat a strawberry or a grapefruit,disjunction,wants|wants,BA,,Y,a strawberry,a grapefruit,wants,wants,Nomad,,,2571,a strawberry or a grapefruit,b,html-keyboard-response,523,2.1.0,960103,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
N,want,SC5,SINGLE_CONTROL,Elizabeth-the-Urbanite wants to eat a meatloaf,single,accepts,single,,N,a meatloaf,,accepts,,Urbanite,,,1711,a meatloaf,b,html-keyboard-response,528,2.1.0,964322,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,accepts,single
N,prefer,PS85,PREFER_SAME,Elizabeth-the-Nomad prefers to eat a meatloaf rather than a sausage,preference,accepts_vs_accepts,AB,eq,N,a meatloaf,a sausage,accepts,accepts,Nomad,,,3890,a meatloaf rather than a sausage,b,html-keyboard-response,533,2.1.0,970719,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
Y,want,SC6,SINGLE_CONTROL,Nancy-the-Urbanite wants to eat a muffin,single,wants,single,,Y,a muffin,,wants,,Urbanite,,,2739,a muffin,b,html-keyboard-response,538,2.1.0,975964,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
N,want,SC4,SINGLE_CONTROL,Barbara-the-Urbanite wants to eat a sausage,single,accepts,single,,N,a sausage,,accepts,,Urbanite,,,1364,a sausage,b,html-keyboard-response,543,2.1.0,979835,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,accepts,single
Y/N,want,EX100,EXPERIMENTAL,Mary-the-Urbanite wants to eat a steak or a chocolate,disjunction,wants|accepts,BA,,NA,a steak,a chocolate,accepts,wants,Urbanite,,,2175,a steak or a chocolate,b,html-keyboard-response,548,2.1.0,984517,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
Y/N,want,EX108,EXPERIMENTAL,Robert-the-Nomad wants to eat a plum or pork,disjunction,wants|accepts,AB,,NA,a plum,pork,wants,accepts,Nomad,,,2850,a plum or pork,b,html-keyboard-response,553,2.1.0,989874,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,DC22,DOUBLE_CONTROL,Kimberly-the-Urbanite wants to eat a grapefruit or a cranberry,disjunction,dislikes|dislikes,BA,,N,a grapefruit,a cranberry,dislikes,dislikes,Urbanite,,,2134,a grapefruit or a cranberry,n,html-keyboard-response,558,2.1.0,994515,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y,want,DC52,DOUBLE_CONTROL,Linda-the-Nomad wants to eat a grapefruit or a cranberry,disjunction,wants|wants,BA,,Y,a grapefruit,a cranberry,wants,wants,Nomad,,,4443,a grapefruit or a cranberry,n,html-keyboard-response,563,2.1.0,1001465,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,SC8,SINGLE_CONTROL,William-the-Urbanite wants to eat a donut,single,wants,single,,Y,a donut,,wants,,Urbanite,,,1761,a donut,b,html-keyboard-response,568,2.1.0,1005732,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
Y,want,DC35,DOUBLE_CONTROL,Mark-the-Urbanite wants to eat a cupcake or a cake,disjunction,wants|wants,BA,,Y,a cupcake,a cake,wants,wants,Urbanite,,,2012,a cupcake or a cake,b,html-keyboard-response,573,2.1.0,1010251,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y,want,DC31,DOUBLE_CONTROL,Jessica-the-Urbanite wants to eat a cookie or a chocolate,disjunction,wants|wants,AB,,Y,a cookie,a chocolate,wants,wants,Urbanite,,,3028,a cookie or a chocolate,b,html-keyboard-response,578,2.1.0,1015785,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y/N,want,EX107,EXPERIMENTAL,Betty-the-Nomad wants to eat caramel or a mango,disjunction,wants|dislikes,BA,,NA,caramel,a mango,dislikes,wants,Nomad,,,1511,caramel or a mango,n,html-keyboard-response,583,2.1.0,1019803,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,prefer,PD70,PREFER_DIFFERENT,Emily-the-Nomad prefers to eat a brownie rather than a steak,preference,dislikes_vs_accepts,BA,lt,N,a brownie,a steak,dislikes,accepts,Nomad,,,3095,a brownie rather than a steak,b,html-keyboard-response,588,2.1.0,1025405,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,want,DC20,DOUBLE_CONTROL,Mary-the-Urbanite wants to eat a strawberry or a peach,disjunction,dislikes|dislikes,AB,,N,a strawberry,a peach,dislikes,dislikes,Urbanite,,,10998,a strawberry or a peach,b,html-keyboard-response,593,2.1.0,1038910,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,prefer,PD58,PREFER_DIFFERENT,Anthony-the-Urbanite prefers to eat a mango rather than pork,preference,dislikes_vs_accepts,BA,lt,N,a mango,pork,dislikes,accepts,Urbanite,,,1117,a mango rather than pork,n,html-keyboard-response,598,2.1.0,1042533,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,want,SC14,SINGLE_CONTROL,Matthew-the-Nomad wants to eat a sausage,single,accepts,single,,N,a sausage,,accepts,,Nomad,,,848,a sausage,b,html-keyboard-response,603,2.1.0,1045886,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,accepts,single
Y,prefer,PD54,PREFER_DIFFERENT,Matthew-the-Urbanite prefers to eat a sausage rather than an apple,preference,accepts_vs_dislikes,AB,gt,Y,a sausage,an apple,accepts,dislikes,Urbanite,,,3525,a sausage rather than an apple,b,html-keyboard-response,608,2.1.0,1051918,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
N,prefer,PS80,PREFER_SAME,Charles-the-Urbanite prefers to eat a steak rather than beef,preference,accepts_vs_accepts,AB,eq,N,a steak,beef,accepts,accepts,Urbanite,,,1466,a steak rather than beef,b,html-keyboard-response,613,2.1.0,1055889,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PD76,PREFER_DIFFERENT,Donald-the-Nomad prefers to eat a meatloaf rather than an orange,preference,accepts_vs_wants,BA,lt,N,a meatloaf,an orange,accepts,wants,Nomad,,,3904,a meatloaf rather than an orange,b,html-keyboard-response,618,2.1.0,1062299,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y/N,want,EX93,EXPERIMENTAL,Andrew-the-Urbanite wants to eat an apple or a lollipop,disjunction,wants|dislikes,BA,,NA,an apple,a lollipop,dislikes,wants,Urbanite,,,2722,an apple or a lollipop,b,html-keyboard-response,623,2.1.0,1067527,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
Y/N,want,EX104,EXPERIMENTAL,Joshua-the-Nomad wants to eat a pear or a cupcake,disjunction,wants|dislikes,AB,,NA,a pear,a cupcake,wants,dislikes,Nomad,,,2847,a pear or a cupcake,b,html-keyboard-response,628,2.1.0,1072878,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,prefer,PD77,PREFER_DIFFERENT,Paul-the-Nomad prefers to eat a hotdog rather than a mango,preference,accepts_vs_wants,BA,lt,N,a hotdog,a mango,accepts,wants,Nomad,,,2933,a hotdog rather than a mango,n,html-keyboard-response,633,2.1.0,1078315,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y/N,want,EX98,EXPERIMENTAL,Anthony-the-Urbanite wants to eat a donut or pork,disjunction,wants|accepts,AB,,NA,a donut,pork,wants,accepts,Urbanite,,,4718,a donut or pork,b,html-keyboard-response,638,2.1.0,1085540,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,DC36,DOUBLE_CONTROL,Donald-the-Nomad wants to eat a muffin or a cake,disjunction,dislikes|dislikes,AB,,N,a muffin,a cake,dislikes,dislikes,Nomad,,,1211,a muffin or a cake,n,html-keyboard-response,643,2.1.0,1089257,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,want,SC1,SINGLE_CONTROL,Michael-the-Urbanite wants to eat a grapefruit,single,dislikes,single,,N,a grapefruit,,dislikes,,Urbanite,,,1160,a grapefruit,n,html-keyboard-response,648,2.1.0,1092923,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,SINGLE_CONTROL,dislikes,single
N,prefer,PS83,PREFER_SAME,Dorothy-the-Urbanite prefers to eat a lollipop rather than a biscuit,preference,wants_vs_wants,AB,eq,N,a lollipop,a biscuit,wants,wants,Urbanite,,,2032,a lollipop rather than a biscuit,n,html-keyboard-response,653,2.1.0,1097460,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,wants_vs_wants,AB
Y/N,want,EX96,EXPERIMENTAL,Ashley-the-Urbanite wants to eat a muffin or a hotdog,disjunction,wants|accepts,AB,,NA,a muffin,a hotdog,wants,accepts,Urbanite,,,8085,a muffin or a hotdog,b,html-keyboard-response,658,2.1.0,1108050,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
Y,want,DC32,DOUBLE_CONTROL,David-the-Urbanite wants to eat a biscuit or a cookie,disjunction,wants|wants,AB,,Y,a biscuit,a cookie,wants,wants,Urbanite,,,3984,a biscuit or a cookie,b,html-keyboard-response,663,2.1.0,1114539,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,AB
N,prefer,PD71,PREFER_DIFFERENT,Jessica-the-Nomad prefers to eat a chocolate rather than a burger,preference,dislikes_vs_accepts,BA,lt,N,a chocolate,a burger,dislikes,accepts,Nomad,,,3845,a chocolate rather than a burger,b,html-keyboard-response,668,2.1.0,1120891,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y,want,SC15,SINGLE_CONTROL,Sandra-the-Nomad wants to eat a cherry,single,wants,single,,Y,a cherry,,wants,,Nomad,,,1970,a cherry,b,html-keyboard-response,673,2.1.0,1125367,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,SINGLE_CONTROL,wants,single
N,want,DC18,DOUBLE_CONTROL,Anthony-the-Urbanite wants to eat a plum or a mango,disjunction,dislikes|dislikes,AB,,N,a plum,a mango,dislikes,dislikes,Urbanite,,,2588,a plum or a mango,n,html-keyboard-response,678,2.1.0,1130462,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,want,DC23,DOUBLE_CONTROL,Karen-the-Urbanite wants to eat a cranberry or an apple,disjunction,dislikes|dislikes,BA,,N,a cranberry,an apple,dislikes,dislikes,Urbanite,,,2379,a cranberry or an apple,n,html-keyboard-response,683,2.1.0,1135349,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y,want,DC49,DOUBLE_CONTROL,Margaret-the-Nomad wants to eat a peach or a plum,disjunction,wants|wants,AB,,Y,a peach,a plum,wants,wants,Nomad,,,1788,a peach or a plum,b,html-keyboard-response,688,2.1.0,1139665,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,DOUBLE_CONTROL,wants|wants,AB
Y/N,want,EX113,EXPERIMENTAL,Richard-the-Nomad wants to eat a meatball or an apple,disjunction,wants|accepts,BA,,NA,a meatball,an apple,accepts,wants,Nomad,,,1424,a meatball or an apple,b,html-keyboard-response,693,2.1.0,1143595,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC21,DOUBLE_CONTROL,Lisa-the-Urbanite wants to eat a strawberry or a grapefruit,disjunction,dislikes|dislikes,BA,,N,a strawberry,a grapefruit,dislikes,dislikes,Urbanite,,,1915,a strawberry or a grapefruit,n,html-keyboard-response,698,2.1.0,1148016,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
N,prefer,PS81,PREFER_SAME,Michael-the-Urbanite prefers to eat a cookie rather than a chocolate,preference,wants_vs_wants,AB,eq,N,a cookie,a chocolate,wants,wants,Urbanite,,,2081,a cookie rather than a chocolate,n,html-keyboard-response,703,2.1.0,1152602,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,DC24,DOUBLE_CONTROL,Joshua-the-Urbanite wants to eat a sausage or a meatball,disjunction,accepts|accepts,AB,,N,a sausage,a meatball,accepts,accepts,Urbanite,,,6753,a sausage or a meatball,b,html-keyboard-response,708,2.1.0,1161860,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,AB
N,want,DC38,DOUBLE_CONTROL,John-the-Nomad wants to eat a donut or caramel,disjunction,dislikes|dislikes,AB,,N,a donut,caramel,dislikes,dislikes,Nomad,,,1740,a donut or caramel,b,html-keyboard-response,713,2.1.0,1166104,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,prefer,PD57,PREFER_DIFFERENT,Susan-the-Urbanite prefers to eat an orange rather than ribs,preference,dislikes_vs_accepts,BA,lt,N,an orange,ribs,dislikes,accepts,Urbanite,,,2394,an orange rather than ribs,n,html-keyboard-response,718,2.1.0,1171004,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
N,want,DC25,DOUBLE_CONTROL,Steven-the-Urbanite wants to eat a meatloaf or a sausage,disjunction,accepts|accepts,AB,,N,a meatloaf,a sausage,accepts,accepts,Urbanite,,,2089,a meatloaf or a sausage,n,html-keyboard-response,723,2.1.0,1175600,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,accepts|accepts,AB
Y,prefer,PD56,PREFER_DIFFERENT,Ashley-the-Urbanite prefers to eat a hotdog rather than a cherry,preference,accepts_vs_dislikes,AB,gt,Y,a hotdog,a cherry,accepts,dislikes,Urbanite,,,3258,a hotdog rather than a cherry,b,html-keyboard-response,728,2.1.0,1181363,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y/N,want,EX99,EXPERIMENTAL,Jennifer-the-Urbanite wants to eat beef or a brownie,disjunction,wants|accepts,BA,,NA,beef,a brownie,accepts,wants,Urbanite,,,3326,beef or a brownie,b,html-keyboard-response,733,2.1.0,1187193,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
N,want,DC39,DOUBLE_CONTROL,Joseph-the-Nomad wants to eat a donut or a brownie,disjunction,dislikes|dislikes,BA,,N,a donut,a brownie,dislikes,dislikes,Nomad,,,10375,a donut or a brownie,b,html-keyboard-response,738,2.1.0,1200075,EXPERIMENTAL,695fc4e377dae78868cec1d5,2569,9ed53330-32a2-48a2-9ac0-d69185165370,2442,1768879836928,1768881070560,00:20:33,FINISHED,696e824812786c0f3a8b7680,696ef6c69d4a1989913cd0a1,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
